 NumResultRows,No. of columns in output view,TableAccessCount,Joins,Sorting,Aggregation,Clause, TotalIOCount, AMPCPUTime, ParserCPUTime, MaxAMPCPUTime, MaxAmpIO, SpoolUsage, AMPCPUTimeNorm, ParserCPUTimeNorm, MaxAMPCPUTimeNorm,MaxCPUAmpNumberNorm, SeqRespTime, ReqIOKB, ReqPhysIO, ReqPhysIOKB
4,4,4,0,0,1,0,"17,501",8.064,0,4.044,"8,807","83,591,168",188.938,0,94.75,1,10.5,"2,161,962","10,717","1,350,270"
"11,620",4,3,0,1,1,1,"8,800",2.216,0,1.108,"4,437","8,056,320",51.92,0,25.96,1,5.47,"1,103,473","8,246","1,050,027"
4,4,4,0,0,1,0,"17,526",6.928,0,3.48,"8,782","83,591,168",162.322,0,81.536,1,9.73,"2,163,853","10,690","1,345,766"
"11,620",4,3,0,1,1,1,"8,792",2.22,0,1.12,"4,433","8,056,320",52.014,0,26.241,0,5.48,"1,103,224","8,247","1,050,285"
4,4,4,0,0,1,0,"17,506",7.404,0,3.764,"8,858","83,591,168",173.475,0,88.19,1,9.86,"2,160,435","10,713","1,347,420"
"11,620",4,3,0,1,1,1,"8,791",2.244,0,1.124,"4,432","8,056,320",52.576,0,26.335,0,5.52,"1,102,706","8,245","1,049,769"
4,4,4,0,0,1,0,"17,445",5.844,0,2.924,"8,772","83,591,168",136.924,0,68.509,1,8.81,"2,153,518","10,677","1,344,102"
"11,620",4,3,0,1,1,1,"8,863",2.26,0,1.136,"4,433","8,056,320",52.951,0,26.616,1,5.47,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,539",5.856,0,2.94,"8,879","83,591,168",137.205,0,68.884,1,8.58,"2,167,252","10,727","1,351,303"
"11,620",4,3,0,1,1,1,"8,791",2.212,0,1.108,"4,432","8,056,320",51.826,0,25.96,0,5.5,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,492",5.828,0,2.92,"8,844","83,591,168",136.549,0,68.415,1,8.53,"2,161,348","10,728","1,351,873"
"11,620",4,3,0,1,1,1,"8,863",2.296,0,1.152,"4,432","8,056,320",53.794,0,26.991,1,5.52,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,533",5.884,0,2.948,"8,884","83,591,168",137.861,0,69.071,0,8.46,"2,166,298","10,727","1,351,477"
"11,620",4,3,0,1,1,1,"8,791",2.24,0,1.14,"4,430","8,056,320",52.483,0,26.71,0,5.52,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,542",7.196,0.004,3.624,"8,822","83,591,168",168.601,0.093,84.91,1,9.74,"2,166,048","10,709","1,349,343"
"11,620",4,3,0,1,1,1,"8,791",2.248,0,1.132,"4,430","8,056,320",52.669,0,26.522,0,5.76,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,543",7.8,0,3.928,"8,885","83,591,168",182.753,0,92.033,0,10.73,"2,167,329","10,733","1,352,096"
"11,620",4,3,0,1,1,1,"8,863",2.296,0.004,1.164,"4,432","8,056,320",53.794,0.093,27.272,0,5.54,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,576",7.168,0,3.604,"8,921","83,591,168",167.945,0,84.441,1,9.75,"2,170,031","10,746","1,352,353"
"11,620",4,3,0,1,1,1,"8,792",2.228,0,1.128,"4,433","8,056,320",52.202,0,26.429,0,5.56,"1,102,965","8,246","1,050,027"
4,4,4,0,0,1,0,"17,570",6.484,0,3.268,"8,884","83,591,168",151.919,0,76.569,1,9.12,"2,171,448","10,735","1,352,463"
5,2,1,0,1,0,1,"8,262",1.732,0.044,0.88,"4,132","1,683,456",40.58,1.03,20.618,0,5.55,"1,031,404","8,017","1,014,962"
4,4,4,0,0,1,0,"17,542",5.764,0,2.908,"8,824","83,591,168",135.05,0,68.134,1,8.51,"2,165,982","10,710","1,349,343"
5,2,1,0,1,0,1,"8,200",1.728,0.04,0.88,"4,102","1,683,456",40.486,0.937,20.618,0,5.49,"1,031,404","7,985","1,013,938"
4,4,4,0,0,1,0,"17,609",6.164,0,3.104,"8,862","83,591,168",144.421,0,72.726,0,8.75,"2,174,413","10,742","1,351,542"
5,2,1,0,1,0,1,"8,234",1.716,0,0.88,"4,132","1,683,456",40.205,0,20.618,0,5.56,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,408",0.18,0,0.092,741,"583,680",4.216,0,2.155,1,0.46,"129,067",828,"99,744"
5,2,1,0,1,0,1,"8,262",1.748,0,0.9,"4,132","1,683,456",40.955,0,21.087,0,5.47,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.164,0,0.088,742,"583,680",3.841,0,2.061,1,0.41,"129,158",834,"99,935"
5,2,1,0,1,0,1,"8,234",1.776,0,0.9,"4,132","1,683,456",41.611,0,21.087,0,5.5,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.168,0,0.096,742,"583,680",3.935,0,2.249,1,0.44,"129,158",826,"99,619"
5,2,1,0,1,0,1,"8,262",1.688,0,0.852,"4,132","1,683,456",39.549,0,19.962,0,5.48,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.176,0,0.092,742,"583,680",4.123,0,2.155,1,0.44,"129,158",824,"99,617"
5,2,1,0,1,0,1,"8,200",1.736,0,0.896,"4,102","1,683,456",40.674,0,20.993,0,5.48,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.16,0,0.084,742,"583,680",3.748,0,1.968,1,0.43,"129,158",832,"99,933"
5,2,1,0,1,0,1,"8,262",1.732,0,0.888,"4,132","1,683,456",40.579,0,20.805,0,5.46,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.168,0,0.084,742,"583,680",3.936,0,1.968,1,0.52,"129,158",826,"99,619"
5,2,1,0,1,0,1,"8,200",1.712,0,0.876,"4,130","1,683,456",40.111,0,20.524,0,5.49,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.164,0,0.084,706,"583,680",3.842,0,1.968,1,0.44,"129,158",826,"99,619"
5,2,1,0,1,0,1,"8,200",1.72,0,0.872,"4,130","1,683,456",40.298,0,20.43,0,5.49,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,407",0.168,0,0.084,706,"583,680",3.936,0,1.968,1,0.43,"129,135",834,"99,955"
5,2,1,0,1,0,1,"8,200",1.7,0,0.868,"4,130","1,683,456",39.83,0,20.337,0,5.59,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,407",0.18,0,0.092,742,"583,680",4.216,0,2.155,1,0.42,"129,136",832,"99,829"
5,2,1,0,1,0,1,"8,200",1.708,0,0.876,"4,102","1,683,456",40.017,0,20.524,0,5.46,"1,031,404","7,985","1,013,938"
460,8,5,0,0,0,1,"1,409",0.164,0,0.088,742,"583,680",3.841,0,2.061,1,0.43,"129,158",826,"99,619"
460,8,5,0,0,0,1,"1,409",0.192,0,0.108,742,"583,680",4.498,0,2.53,1,0.61,"129,158",826,"99,619"
460,8,5,0,0,0,1,"1,409",0.172,0,0.088,706,"583,680",4.029,0,2.061,1,0.42,"129,158",829,"99,776"
460,8,5,0,0,0,1,"1,409",0.192,0,0.1,742,"583,680",4.498,0,2.343,1,0.54,"129,158",826,"99,619"
460,8,5,0,0,0,1,"1,409",0.16,0,0.08,742,"583,680",3.748,0,1.874,1,0.44,"129,158",829,"99,776"
460,8,5,0,0,0,1,"1,405",0.168,0,0.092,740,"583,680",3.935,0,2.155,1,0.52,"128,992",837,"99,957"
460,8,5,0,0,0,1,"1,409",0.172,0,0.096,742,"583,680",4.029,0,2.249,1,0.44,"129,158",829,"99,776"
460,8,5,0,0,0,1,"1,409",0.176,0,0.092,742,"583,680",4.123,0,2.155,1,0.55,"129,158",823,"99,617"
460,8,5,0,0,0,1,"1,409",0.16,0,0.08,706,"583,680",3.748,0,1.874,1,0.41,"129,158",829,"99,776"
460,8,5,0,0,0,1,"1,409",0.172,0,0.088,706,"583,680",4.029,0,2.061,1,0.53,"129,158",824,"99,741"
460,8,5,0,0,0,1,"1,409",0.164,0.004,0.084,742,"583,680",3.842,0.093,1.968,1,0.43,"129,158",826,"99,619"
460,8,5,0,0,0,1,"1,409",1.052,0,0.956,706,"583,680",24.648,0,22.399,1,1.41,"129,158",829,"99,776"
460,8,5,0,0,0,1,"1,409",0.176,0.004,0.092,742,"583,680",4.123,0.093,2.155,1,0.44,"129,158",826,"99,619"
460,8,5,0,0,0,1,"1,448",0.168,0,0.088,742,"583,680",3.935,0,2.061,1,0.53,"129,158",828,"99,744"
460,8,5,0,0,0,1,"1,407",0.168,0,0.084,706,"583,680",3.936,0,1.968,1,0.47,"129,135",835,"100,082"
460,8,5,0,0,0,1,"1,407",0.164,0,0.084,740,"583,680",3.842,0,1.968,1,0.52,"129,135",831,"99,798"
460,8,5,0,0,0,1,"1,409",0.168,0,0.092,742,"583,680",3.935,0,2.155,1,0.43,"129,158",826,"99,619"
460,8,5,0,0,0,1,"1,407",0.18,0.004,0.096,742,"583,680",4.217,0.093,2.249,1,0.56,"129,136",832,"99,924"
"11,620",4,3,0,1,1,1,"8,791",2.252,0.056,1.128,"4,432","8,056,320",52.764,1.312,26.429,1,5.54,"1,103,210","8,299","1,052,005"
460,8,5,0,0,0,1,"1,409",0.172,0,0.088,706,"583,680",4.029,0,2.061,1,0.61,"129,158",820,"99,460"
"11,620",4,3,0,1,1,1,"8,791",2.216,0.064,1.116,"4,432","8,056,320",51.92,1.499,26.147,0,5.49,"1,103,210","8,245","1,050,277"
460,8,5,0,0,0,1,"1,409",0.172,0,0.088,742,"583,680",4.029,0,2.061,1,0.51,"129,158",826,"99,619"
"11,620",4,3,0,1,1,1,"8,791",2.216,0,1.136,"4,430","8,056,320",51.92,0,26.616,0,5.55,"1,102,958","8,245","1,050,023"
460,8,5,0,0,0,1,"1,409",0.168,0,0.092,742,"583,680",3.935,0,2.155,1,0.52,"129,158",825,"99,773"
"11,620",4,3,0,1,1,1,"8,791",2.244,0,1.128,"4,432","8,056,320",52.576,0,26.429,0,5.56,"1,102,706","8,245","1,049,769"
460,8,5,0,0,0,1,"1,409",0.168,0.004,0.088,706,"583,680",3.935,0.093,2.061,0,0.52,"129,158",829,"99,776"
"11,620",4,3,0,1,1,1,"8,792",2.224,0,1.116,"4,433","8,056,320",52.107,0,26.147,0,5.53,"1,103,217","8,246","1,050,281"
460,8,5,0,0,0,1,"1,409",0.172,0,0.096,742,"583,680",4.029,0,2.249,1,0.52,"129,158",826,"99,619"
"11,620",4,3,0,1,1,1,"8,791",2.404,0,1.204,"4,430","8,056,320",56.325,0,28.209,1,5.64,"1,102,958","8,245","1,050,023"
460,8,5,0,0,0,1,"1,409",0.164,0,0.088,742,"583,680",3.841,0,2.061,1,0.52,"129,158",830,"99,777"
"11,620",4,3,0,1,1,1,"8,792",2.248,0,1.156,"4,431","8,056,320",52.67,0,27.085,0,5.57,"1,103,224","8,247","1,050,285"
460,8,5,0,0,0,1,"1,413",0.172,0,0.092,746,"583,680",4.029,0,2.155,1,0.52,"129,502",828,"99,775"
"11,620",4,3,0,1,1,1,"8,792",2.212,0,1.128,"4,431","8,056,320",51.827,0,26.429,0,5.66,"1,102,965","8,246","1,050,027"
460,8,5,0,0,0,1,"1,407",0.172,0,0.088,742,"583,680",4.029,0,2.061,1,0.53,"129,136",826,"99,639"
"11,620",4,3,0,1,1,1,"8,791",2.232,0,1.132,"4,432","8,056,320",52.295,0,26.522,1,5.52,"1,102,706","8,245","1,049,769"
460,8,5,0,0,0,1,"1,409",0.172,0,0.088,706,"583,680",4.029,0,2.061,1,0.52,"129,158",826,"99,619"
"11,620",4,3,0,1,1,1,"8,791",2.212,0,1.116,"4,432","8,056,320",51.826,0,26.147,1,5.52,"1,102,706","8,245","1,049,769"
460,8,5,0,0,0,1,"1,409",0.188,0,0.1,706,"583,680",4.404,0,2.343,0,0.54,"129,158",826,"99,619"
"11,620",4,3,0,1,1,1,"8,792",2.264,0,1.148,"4,433","8,056,320",53.044,0,26.897,1,5.66,"1,103,224","8,247","1,050,285"
460,8,5,0,0,0,1,"1,405",0.168,0,0.088,740,"583,680",3.935,0,2.061,1,0.52,"129,113",837,"99,977"
"11,620",4,3,0,1,1,1,"8,862",2.288,0,1.152,"4,432","8,056,320",53.607,0,26.991,1,5.69,"1,102,706","8,245","1,049,769"
460,8,5,0,0,0,1,"1,413",0.176,0,0.088,710,"583,680",4.122,0,2.061,1,0.54,"129,502",835,"100,090"
"11,620",4,3,0,1,1,1,"8,796",2.216,0,1.116,"4,437","8,056,320",51.92,0,26.147,1,5.85,"1,103,309","8,248","1,050,183"
460,8,5,0,0,0,1,"1,409",0.164,0,0.084,706,"583,680",3.842,0,1.968,1,0.51,"129,158",823,"99,616"
"11,620",4,3,0,1,1,1,"8,896",2.236,0,1.12,"4,449","8,056,320",52.388,0,26.241,1,5.6,"1,106,008","8,261","1,051,377"
460,8,5,0,0,0,1,"1,417",0.176,0,0.088,711,"583,680",4.122,0,2.061,1,0.54,"129,846",833,"100,088"
"11,620",4,3,0,1,1,1,"8,800",2.24,0,1.12,"4,435","8,056,320",52.482,0,26.241,1,5.57,"1,103,653","8,250","1,050,339"
460,8,5,0,0,0,1,"1,408",0.168,0,0.092,742,"583,680",3.935,0,2.155,1,0.52,"129,137",831,"99,829"
"11,620",4,3,0,1,1,1,"8,792",2.236,0,1.124,"4,431","8,056,320",52.389,0,26.335,0,5.5,"1,103,224","8,247","1,050,285"
460,8,5,0,0,0,1,"1,409",0.164,0,0.084,706,"583,680",3.842,0,1.968,0,0.54,"129,158",826,"99,619"
"11,620",4,3,0,1,1,1,"8,791",2.26,0,1.14,"4,432","8,056,320",52.951,0,26.71,0,5.55,"1,102,706","8,245","1,049,769"
460,8,5,0,0,0,1,"1,409",0.172,0,0.096,742,"583,680",4.029,0,2.249,1,0.53,"129,158",827,"99,620"
"11,620",4,3,0,1,1,1,"8,863",2.288,0,1.16,"4,433","8,056,320",53.607,0,27.178,0,5.54,"1,102,965","8,246","1,050,027"
460,8,5,0,0,0,1,"1,405",0.172,0,0.088,704,"583,680",4.029,0,2.061,0,0.54,"129,113",837,"100,008"
"11,620",4,3,0,1,1,1,"8,792",2.24,0,1.144,"4,431","8,056,320",52.482,0,26.803,0,5.64,"1,102,965","8,246","1,050,027"
460,8,5,0,0,0,1,"1,417",0.172,0,0.092,742,"583,680",4.029,0,2.155,1,0.53,"129,846",833,"100,088"
"11,620",4,3,0,1,1,1,"8,792",2.216,0,1.116,"4,431","8,056,320",51.92,0,26.147,0,5.5,"1,102,965","8,246","1,050,027"
460,8,5,0,0,0,1,"1,409",0.16,0,0.084,706,"583,680",3.748,0,1.968,0,0.55,"129,158",826,"99,619"
"18,314",4,2,0,1,0,1,"2,887",0.94,0,0.476,"1,498","13,150,720",22.023,0,11.152,1,1.59,"329,252","1,471","180,166"
460,8,5,0,0,0,1,"1,409",0.164,0,0.084,706,"583,680",3.842,0,1.968,1,0.54,"129,158",826,"99,619"
"18,314",4,2,0,1,0,1,"2,888",0.936,0,0.48,"1,504","13,150,720",21.93,0,11.246,0,1.86,"329,501","1,470","179,917"
0,1,0,0,0,0,0,46,0.008,0.028,0.008,22,0,0.187,0.656,0.187,0,0.02,"1,464",6,65
"18,314",4,2,0,1,0,1,"2,900",0.976,0,0.5,"1,513","13,150,720",22.867,0,11.715,1,1.52,"330,784","1,458","178,638"
0,1,0,0,0,0,0,49,0.012,0.024,0.004,19,0,0.279,0.562,0.093,1,0.03,"1,335",5,65
"18,314",4,2,0,1,0,1,"2,883",1.024,0,0.524,"1,499","13,150,720",23.992,0,12.277,0,1.66,"328,869","1,475","180,551"
1,1,1,0,1,0,0,14,0.004,0.032,0.004,11,"1,024",0.093,0.749,0.093,1,0.12,"3,170",14,"1,018"
"18,314",4,2,0,1,0,1,"2,883",0.992,0,0.5,"1,502","13,150,720",23.242,0,11.715,1,2.5,"328,866","1,475","180,551"
0,1,0,0,0,0,0,45,0.012,0.028,0.004,16,0,0.279,0.656,0.093,1,0.02,"1,144",2,64
"18,314",4,2,0,1,0,1,"2,882",0.98,0,0.492,"1,504","13,150,720",22.96,0,11.527,0,1.69,"328,869","1,476","180,556"
57,6,3,0,1,1,1,"19,450",8.192,0,4.112,"9,750","264,263,680",191.938,0,96.344,1,11.59,"2,540,804","16,279","2,182,939"
"18,314",4,2,0,1,0,1,"2,901",0.988,0,0.504,"1,503","13,150,720",23.148,0,11.808,1,1.71,"331,232","1,459","178,439"
57,6,3,0,1,1,1,"19,414",8.18,0,4.1,"9,727","264,263,680",191.657,0,96.063,0,11.63,"2,543,368","16,230","2,176,917"
"18,314",4,2,0,1,0,1,"2,884",1.004,0,0.516,"1,503","13,150,720",23.522,0,12.089,1,2.01,"328,993","1,474","180,425"
57,6,3,0,1,1,1,"19,435",8.2,0,4.108,"9,748","264,263,680",192.125,0,96.25,0,11.58,"2,539,141","16,243","2,177,956"
"18,314",4,2,0,1,0,1,"2,894",0.964,0,0.492,"1,509","13,150,720",22.585,0,11.527,0,1.53,"330,019","1,464","179,400"
57,6,3,0,1,1,1,"19,435",8.156,0,4.088,"9,726","264,263,680",191.094,0,95.781,1,11.51,"2,538,774","16,289","2,183,196"
"18,314",4,2,0,1,0,1,"2,889",0.972,0,0.504,"1,506","13,150,720",22.773,0,11.808,0,1.7,"329,832","1,480","180,983"
57,6,3,0,1,1,1,"19,370",8.16,0,4.088,"9,723","264,263,680",191.187,0,95.781,1,11.56,"2,535,343","16,242","2,176,651"
"18,314",4,2,0,1,0,1,"2,888",0.96,0,0.496,"1,505","13,150,720",22.492,0,11.621,0,1.62,"329,379","1,470","180,039"
57,6,3,0,1,1,1,"19,429",8.184,0,4.096,"9,725","264,263,680",191.75,0,95.969,0,11.55,"2,535,336","16,232","2,175,000"
"18,314",4,2,0,1,0,1,"3,008",0.968,0,0.484,"1,506","13,150,720",22.68,0,11.34,1,1.87,"329,509","1,468","179,909"
57,6,3,0,1,1,1,"19,371",8.184,0,4.096,"9,702","264,263,680",191.75,0,95.969,1,11.45,"2,535,846","16,303","2,186,424"
"18,314",4,2,0,1,0,1,"2,901",0.956,0,0.484,"1,503","13,150,720",22.398,0,11.34,1,1.71,"330,906","1,457","178,512"
57,6,3,0,1,1,1,"19,425",8.156,0,4.092,"9,727","264,263,680",191.094,0,95.875,1,11.56,"2,540,696","16,244","2,178,187"
"18,314",4,2,0,1,0,1,"2,873",1,0,0.508,"1,491","13,150,720",23.429,0,11.902,0,1.97,"328,104","1,473","180,297"
57,6,3,0,1,1,1,"19,367",8.192,0,4.104,"9,722","264,263,680",191.937,0,96.156,0,11.61,"2,534,450","16,255","2,177,540"
"18,314",4,2,0,1,0,1,"2,894",0.976,0,0.496,"1,508","13,150,720",22.867,0,11.621,1,1.86,"330,392","1,466","179,280"
57,6,3,0,1,1,1,"19,403",8.192,0,4.1,"9,710","264,263,680",191.938,0,96.063,0,11.69,"2,535,462","16,268","2,179,065"
1,1,2,0,0,1,1,"7,365",2.124,0.064,1.088,"3,695","638,464",49.764,1.499,25.491,1,4.12,"891,708","6,893","866,168"
57,6,3,0,1,1,1,"19,478",8.192,0,4.108,"9,755","264,263,680",191.938,0,96.25,0,11.52,"2,543,741","16,237","2,176,981"
1,1,2,0,0,1,1,"7,383",2.128,0.056,1.076,"3,716","638,464",49.858,1.312,25.21,1,4.09,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,976",1.896,0,0.968,"4,005","19,851,264",44.423,0,22.68,0,5.03,"969,854","7,127","898,129"
1,1,2,0,0,1,1,"7,384",2.096,0,1.06,"3,714","638,464",49.108,0,24.835,1,4.19,"891,645","6,888","866,040"
1,1,2,0,1,1,1,"7,965",1.812,0,0.908,"4,004","19,853,312",42.454,0,21.274,0,4.85,"969,271","7,124","898,483"
1,1,2,0,0,1,1,"7,328",2.116,0,1.06,"3,667","638,464",49.577,0,24.835,1,4.1,"891,401","6,888","866,040"
1,1,2,0,1,1,1,"7,968",1.844,0,0.932,"4,005","19,851,264",43.204,0,21.836,1,4.85,"969,768","7,130","899,084"
1,1,2,0,0,1,1,"7,325",2.144,0,1.092,"3,666","638,464",50.233,0,25.585,1,4.21,"891,274","6,887","866,040"
1,1,2,0,1,1,1,"7,971",1.816,0,0.924,"4,006","19,853,312",42.548,0,21.649,0,4.78,"970,034","7,129","899,118"
1,1,2,0,0,1,1,"7,336",2.12,0,1.08,"3,670","638,464",49.671,0,25.304,1,4.18,"891,645","6,887","866,040"
1,1,2,0,1,1,1,"7,971",1.856,0,0.952,"4,003","19,851,264",43.485,0,22.305,1,5.06,"969,253","7,125","897,941"
1,1,2,0,0,1,1,"7,386",2.128,0,1.08,"3,715","638,464",49.858,0,25.304,1,4.57,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,969",1.836,0,0.924,"4,004","19,852,288",43.017,0,21.649,1,5.01,"969,772","7,129","899,118"
1,1,2,0,0,1,1,"7,358",2.132,0.004,1.092,"3,688","638,464",49.952,0.093,25.585,1,4.22,"891,709","6,887","866,040"
1,1,2,0,1,1,1,"7,961",1.828,0,0.92,"4,002","19,852,288",42.829,0,21.555,0,5.01,"969,251","7,119","898,451"
1,1,2,0,0,1,1,"7,383",2.128,0,1.092,"3,717","638,464",49.858,0,25.585,1,4.15,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,962",1.836,0,0.924,"4,000","19,851,264",43.017,0,21.649,1,4.86,"969,259","7,117","898,068"
1,1,2,0,0,1,1,"7,359",2.124,0,1.092,"3,689","638,464",49.764,0,25.585,1,4.13,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,970",1.86,0,0.932,"4,004","19,852,288",43.579,0,21.836,1,5.01,"970,027","7,128","899,118"
1,1,2,0,0,1,1,"7,363",2.12,0,1.088,"3,696","638,464",49.67,0,25.491,1,4.12,"891,772","6,888","866,040"
1,1,2,0,1,1,1,"7,965",1.796,0,0.9,"4,007","19,852,288",42.08,0,21.087,0,4.72,"969,608","7,128","899,115"
1,1,2,0,0,1,1,"7,338",2.1,0,1.064,"3,672","638,464",49.202,0,24.929,1,4.19,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,967",1.836,0,0.924,"3,999","19,852,288",43.017,0,21.649,0,4.84,"969,781","7,122","898,576"
1,1,2,0,0,1,1,"7,338",2.128,0,1.08,"3,672","638,464",49.858,0,25.304,1,4.19,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,962",1.832,0,0.92,"3,999","19,852,288",42.923,0,21.555,1,4.73,"969,017","7,123","898,481"
1,1,2,0,0,1,1,"7,362",2.128,0,1.076,"3,694","638,464",49.858,0,25.21,1,4.2,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,969",1.888,0,0.956,"4,003","19,853,312",44.235,0,22.399,1,5.05,"969,519","7,121","897,943"
1,1,2,0,0,1,1,"7,381",2.116,0,1.084,"3,713","638,464",49.577,0,25.398,1,4.12,"891,644","6,887","866,040"
1,1,2,0,1,1,1,"7,966",1.86,0,0.944,"4,004","19,853,312",43.578,0,22.117,1,5.1,"969,003","7,127","898,483"
1,1,2,0,0,1,1,"7,352",2.132,0,1.088,"3,694","638,464",49.951,0,25.491,1,4.13,"891,401","6,888","866,040"
1,1,2,0,1,1,1,"7,971",1.884,0,0.944,"4,005","19,852,288",44.141,0,22.117,0,4.8,"969,254","7,125","898,038"
1,1,2,0,0,1,1,"7,327",2.092,0,1.052,"3,668","638,464",49.015,0,24.648,1,4.18,"891,339","6,888","866,040"
1,1,2,0,1,1,1,"7,946",1.9,0,0.964,"3,979","19,851,264",44.516,0,22.586,0,4.87,"970,023","7,117","897,528"
1,1,2,0,0,1,1,"7,362",2.1,0,1.056,"3,696","638,464",49.202,0,24.742,1,4.09,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,912",1.836,0,0.936,"3,975","19,852,288",43.017,0,21.93,0,4.88,"969,516","7,118","897,941"
1,1,2,0,0,1,1,"7,337",2.104,0,1.056,"3,670","638,464",49.296,0,24.742,1,4.17,"891,709","6,887","866,040"
1,1,2,0,1,1,1,"7,937",1.896,0,0.98,"3,976","19,853,312",44.422,0,22.961,0,4.88,"969,005","7,125","898,483"
1,1,2,0,0,1,1,"7,325",2.112,0,1.068,"3,667","638,464",49.483,0,25.023,1,4.2,"891,276","6,887","866,040"
1,1,2,0,1,1,1,"7,973",1.852,0,0.944,"4,006","19,851,264",43.391,0,22.117,0,5.06,"969,252","7,128","898,068"
1,1,2,0,0,1,1,"7,336",2.116,0,1.08,"3,670","638,464",49.577,0,25.304,1,4.2,"891,645","6,887","866,040"
1,1,2,0,1,1,1,"7,941",1.848,0,0.936,"3,975","19,851,264",43.298,0,21.93,1,4.82,"968,999","7,129","898,481"
1,1,2,0,0,1,1,"7,365",2.116,0,1.068,"3,694","638,464",49.577,0,25.023,1,4.19,"891,708","6,888","866,040"
1,1,2,0,1,1,1,"7,945",1.884,0,0.952,"3,977","19,851,264",44.141,0,22.305,1,4.85,"968,995","7,133","898,481"
1,1,2,0,0,1,1,"7,354",2.112,0,1.056,"3,686","638,464",49.484,0,24.742,1,4,"891,640","6,888","866,040"
0,3,1,0,1,1,1,158,0.028,0.016,0.008,24,0,0.652,0.374,0.187,1,0.08,965,6,326
1,1,2,0,0,1,1,"7,345",2.092,0,1.052,"3,673","638,464",49.015,0,24.648,1,4.03,"892,461","6,887","866,040"
0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0, ?,0,0,0,0
1,1,2,0,0,1,1,"7,326",2.04,0,1.032,"3,667","638,464",47.796,0,24.179,1,4.14,"891,340","6,887","866,040"
1,5,2,0,0,0,1,"6,923",1.416,0.072,0.712,"3,505","2,136,064",33.176,1.686,16.682,0,4.16,"859,341","6,657","837,659"
1,1,2,0,0,1,1,"7,360",2.108,0,1.068,"3,693","638,464",49.39,0,25.023,1,4.17,"891,645","6,887","866,040"
0,0,0,0,0,0,0,70,0.012,0.016,0.004,26,0,0.279,0.374,0.093,1,0.04,"1,249",12,523
1,1,2,0,0,1,1,"7,365",2.1,0,1.06,"3,694","638,464",49.202,0,24.835,1,4.17,"891,708","6,888","866,040"
"18,314",4,2,0,1,0,1,"2,900",1.012,0.072,0.524,"1,506","13,150,720",23.71,1.686,12.277,1,1.61,"330,662","1,442","177,095"
1,1,2,0,0,1,1,"7,363",2.092,0,1.064,"3,693","638,464",49.015,0,24.929,1,4.11,"891,645","6,887","866,040"
"18,314",4,2,0,1,0,1,"2,892",0.972,0.076,0.504,"1,507","13,150,720",22.773,1.78,11.808,0,2.78,"329,768","1,466","179,655"
1,1,2,0,0,1,1,"7,327",2.116,0,1.068,"3,666","638,464",49.577,0,25.023,1,4.11,"891,337","6,888","866,040"
"18,314",4,2,0,1,0,1,"2,891",0.98,0.004,0.5,"1,506","13,150,720",22.961,0.093,11.715,0,2.23,"329,641","1,467","179,782"
1,1,2,0,0,1,1,"7,325",2.076,0,1.06,"3,667","638,464",48.639,0,24.835,1,4.06,"891,276","6,887","866,040"
"18,314",4,2,0,1,0,1,"2,891",0.984,0,0.5,"1,503","13,150,720",23.055,0,11.715,1,1.53,"329,643","1,467","179,782"
57,6,3,0,1,1,1,"19,425",8.256,0.096,4.14,"9,731","264,263,680",193.437,2.249,97,0,11.75,"2,540,058","16,241","2,177,171"
"18,314",4,2,0,1,0,1,"2,887",0.968,0,0.496,"1,502","13,150,720",22.679,0,11.621,1,1.87,"329,254","1,471","180,167"
57,6,3,0,1,1,1,"19,369",8.616,0.072,4.32,"9,698","264,263,680",201.872,1.686,101.217,1,12.19,"2,534,820","16,291","2,184,624"
