 NumResultRows,No. of columns in output view,TableAccessCount,Joins,Sorting,Aggregation,Clause, TotalIOCount, AMPCPUTime, ParserCPUTime, MaxAMPCPUTime, MaxAmpIO, SpoolUsage, AMPCPUTimeNorm, ParserCPUTimeNorm, MaxAMPCPUTimeNorm,MaxCPUAmpNumberNorm, SeqRespTime, ReqIOKB, ReqPhysIO, ReqPhysIOKB
186,2,1,0,0,0,1,"9,821",2.276,0,1.144,"4,998","28,292,096",53.325,0,26.803,0,5.26,"1,159,678","8,380","1,042,358"
4,4,4,0,0,1,0,"17,531",6.828,0,3.424,"8,856","83,591,168",159.979,0,80.224,0,9.45,"2,166,301","10,729","1,352,000"
186,2,1,0,0,0,1,"9,819",2.244,0,1.124,"4,996","28,292,096",52.576,0,26.335,0,5.3,"1,159,680","8,378","1,042,358"
2,2,2,0,0,1,0,"11,378",3.332,0.304,1.668,"5,702","87,584,768",78.068,7.122,39.081,1,7.35,"1,399,005","9,748","1,253,577"
186,2,1,0,0,0,1,"9,749",2.284,0.004,1.152,"4,921","28,292,096",53.513,0.093,26.991,1,5.3,"1,151,387","8,383","1,042,938"
2,2,2,0,0,1,0,"11,342",3.32,0.324,1.664,"5,683","87,584,768",77.787,7.591,38.987,0,7.32,"1,397,221","9,740","1,252,371"
186,2,1,0,0,0,1,"9,804",2.272,0,1.14,"4,958","28,292,096",53.232,0,26.71,1,5.32,"1,158,396","8,398","1,044,016"
2,2,2,0,0,1,0,"11,365",4.06,0,2.036,"5,712","87,584,768",95.125,0,47.703,1,7.85,"1,400,530","9,739","1,252,720"
411,2,4,0,1,0,1,"29,783",10.292,0.1,5.184,"15,006","40,268,800",241.141,2.343,121.461,1,19.34,"3,636,178","24,987","3,106,684"
2,2,2,0,0,1,0,"11,364",3.228,0,1.62,"5,683","87,584,768",75.631,0,37.956,0,7.39,"1,400,274","9,737","1,252,339"
411,2,4,0,1,0,1,"29,825",9.836,0.096,4.932,"15,017","40,268,800",230.456,2.249,115.556,1,19.05,"3,641,892","24,999","3,106,561"
411,2,4,0,1,0,1,"29,824",9.964,0.004,4.984,"15,016","40,268,800",233.456,0.093,116.775,1,19.22,"3,641,765","24,993","3,106,213"
411,2,4,0,1,0,1,"29,799",9.952,0,4.992,"14,957","40,268,800",233.174,0,116.962,1,19.1,"3,642,020","24,995","3,106,371"
57,6,3,0,1,1,1,"19,339",8.224,0,4.116,"9,688","264,263,680",192.687,0,96.437,1,11.72,"2,533,663","16,304","2,184,299"
1,1,2,0,1,1,1,"7,282",1.68,0.112,0.856,"3,665","5,443,072",39.362,2.624,20.056,1,4.19,"899,215","6,919","870,518"
1,1,2,0,1,1,1,"7,285",1.664,0.096,0.84,"3,661","5,443,072",38.987,2.249,19.681,0,4.1,"899,214","6,915","870,390"
1,1,2,0,1,1,1,"7,285",1.7,0,0.864,"3,661","5,443,072",39.83,0,20.243,1,4.16,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,230",1.708,0,0.864,"3,624","5,443,072",40.017,0,20.243,1,4.05,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,282",1.688,0,0.852,"3,661","5,443,072",39.549,0,19.962,1,4.14,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,257",1.68,0.004,0.84,"3,633","5,443,072",39.362,0.093,19.681,1,4.24,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.68,0,0.852,"3,634","5,443,072",39.362,0,19.962,1,4.03,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,247",1.66,0,0.848,"3,634","5,443,072",38.893,0,19.868,1,4.1,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,282",1.648,0,0.832,"3,661","5,443,072",38.611,0,19.493,1,4.02,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.664,0,0.844,"3,634","5,443,072",38.986,0,19.774,1,4.03,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,247",1.668,0,0.836,"3,634","5,443,072",39.08,0,19.587,0,4.14,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.66,0,0.836,"3,634","5,443,072",38.893,0,19.587,0,4.04,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,247",1.648,0,0.828,"3,634","5,443,072",38.612,0,19.4,1,4.03,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,299",1.676,0,0.848,"3,675","5,443,072",39.268,0,19.868,1,4.03,"900,303","6,924","871,060"
1,1,2,0,1,1,1,"7,285",1.684,0,0.86,"3,661","5,443,072",39.455,0,20.149,1,4.14,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,285",1.704,0,0.864,"3,661","5,443,072",39.924,0,20.243,1,4.13,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,285",1.656,0,0.832,"3,661","5,443,072",38.799,0,19.493,1,4.11,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.668,0,0.836,"3,634","5,443,072",39.08,0,19.587,0,4.11,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,247",1.688,0,0.844,"3,634","5,443,072",39.548,0,19.774,1,4.16,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,285",1.688,0,0.848,"3,661","5,443,072",39.549,0,19.868,1,4.16,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.644,0,0.84,"3,634","5,443,072",38.518,0,19.681,1,4.16,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.68,0,0.852,"3,633","5,443,072",39.362,0,19.962,1,4.05,"899,558","6,916","870,546"
1,1,2,0,1,1,1,"7,258",1.676,0,0.852,"3,634","5,443,072",39.268,0,19.962,1,4.04,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.672,0,0.844,"3,634","5,443,072",39.174,0,19.774,1,4.04,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,282",1.688,0,0.852,"3,661","5,443,072",39.549,0,19.962,1,4.06,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,258",1.7,0,0.864,"3,634","5,443,072",39.83,0,20.243,1,4.13,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,285",1.68,0,0.856,"3,661","5,443,072",39.362,0,20.056,1,4.11,"899,214","6,914","870,390"
1,1,2,0,1,1,1,"7,254",1.708,0,0.868,"3,633","5,443,072",40.018,0,20.337,1,4.05,"899,214","6,914","870,390"
